fighter,age,height,reach,slpm,stac,sapm,tdavg,tdacc,tddef,subavg,wins,losses,draws
Irina Alekseeva,33.0,68,67,3.84,43,48,0.87,20,10,0.9,5,2,0
Clay Harvison,43.0,73,74,3.29,48,58,0.66,10,68,1.3,13,6,0
Ryan Jensen,46.0,73,76,2.84,39,59,1.55,50,31,1.9,21,8,0
Ian Machado Garry,26.0,75,74,6.27,55,53,0.55,75,69,0.0,14,0,0
Danny Sabatello,30.0,70,71,2.07,57,25,3.0,75,10,1.0,9,1,0
Gray Maynard,44.0,69,70,1.92,32,66,2.91,47,81,0.7,13,7,1
Sedriques Dumas,28.0,74,79,1.88,49,56,0.77,50,40,0.4,9,1,0
Raimond Magomedaliev,33.0,73,75,4.07,41,41,0.0,0,0,0.0,10,2,0
Jason Lambert,48.0,75,75,3.21,58,50,1.35,36,28,2.4,26,13,0
Johnny Munoz,31.0,69,71,2.44,36,55,2.4,25,45,1.8,12,4,0
Lance Benoist,35.0,71,72,3.68,51,56,1.5,33,61,0.0,7,2,0
Drakkar Klose,35.0,69,70,4.33,55,52,1.78,30,68,0.0,14,2,1
Jimmy Lawson,32.0,72,77,0.07,8%,44,0.0,0,0,0.0,4,2,0
Brogan Walker,35.0,64,67,2.04,30,47,0.0,0,11,0.0,8,4,0
Mounir Lazzez,36.0,73,76,7.49,55,53,1.8,57,71,0.0,11,3,0
Reuben Duran,40.0,67,71,3.19,49,50,0.98,23,25,0.7,11,7,1
Mickey Gall,32.0,74,74,2.94,46,49,1.21,30,36,1.9,7,5,0
Sarah Moras,35.0,67,67,2.28,34,50,0.67,21,33,0.8,6,8,0
Jeff Curran,46.0,66,69,1.54,31,60,0.35,12,35,1.2,36,18,1
Daniel Lacerda,27.0,66,70,3.95,45,34,2.32,50,0,1.2,11,6,0
Joaquim Silva,35.0,68,69,3.61,41,54,0.45,60,64,0.7,13,5,0
Ketlen Souza,29.0,63,63,0.0,0,70,0.0,0,0,0.0,13,4,0
Daniel Sarafian,41.0,69,73,2.23,46,58,0.36,7%,53,0.7,10,6,0
Justin Edwards,41.0,70,70,2.68,42,51,2.14,26,27,1.0,9,5,0
Adam Wieczorek,32.0,77,81,1.68,38,48,0.41,33,58,0.4,10,2,0
Shannon Ross,34.0,66,66,5.96,39,55,0.0,0,10,0.0,13,9,0
Michael Morales,24.0,72,79,5.28,46,52,1.24,41,91,0.0,16,0,0
Luiz Cane,42.0,74,77,4.79,41,60,0.56,28,10,0.3,17,7,0
Carlos Hernandez,30.0,68,67,4.95,46,46,1.11,15,65,0.3,9,3,0
YeDam Seo,31.0,62,63,0.33,15,55,0.0,0,0,0.0,6,3,0
Randy Couture,60.0,73,75,2.85,57,59,2.78,46,58,0.5,19,11,0
Jennifer Maia,35.0,64,64,4.35,38,55,0.42,27,58,0.1,21,10,1
Hermes Franca,49.0,66,71,1.78,39,55,1.53,36,37,2.4,24,17,0
Adlan Amagov,37.0,74,76,3.29,47,78,5.84,56,10,0.0,14,2,1
Michal Figlak,27.0,70,70,1.87,29,44,1.0,20,57,0.0,8,1,0
Alan Patrick,40.0,71,74,1.82,40,43,3.01,33,43,0.3,15,4,0
Nicolae Negumereanu,29.0,72,78,3.58,41,39,1.02,28,62,0.0,13,2,0
Jeremia Siregar,32.0,62,63,2.8,42,29,0.0,0,75,0.0,6,3,0
Greg Rebello,41.0,72,73,2.61,39,58,0.0,0,0,0.0,24,8,0
Rayanne Amanda,28.0,62,62,3.73,36,65,0.5,20,88,0.0,14,7,0
Bobby Lashley,47.0,75,78,3.1,63,63,11.4,70,0,0.0,15,2,0
Danilo Marques,38.0,78,77,1.44,79,52,3.93,28,0,0.8,11,4,0
Nam Phan,40.0,66,70,4.52,37,59,0.18,18,60,0.2,21,17,0
Caio Borralho,31.0,70,75,2.73,58,60,2.16,63,57,0.5,15,1,0
Cortney Casey,36.0,67,67,4.29,39,55,0.39,31,39,0.5,10,10,0
Jhonata Diniz,32.0,76,79,7.69,42,36,0.0,0,10,0.0,6,0,0
Joey Gomez,37.0,70,73,2.44,28,55,0.62,10,50,0.0,6,2,0
Jeremy Kennedy,31.0,71,71,2.22,46,47,5.73,52,66,0.0,11,1,0
Allen Crowder,34.0,75,76,2.95,51,56,1.85,33,10,1.2,10,4,0
Zhang Lipeng,33.0,71,71,1.28,48,53,1.75,30,69,0.8,23,9,1
Lina Lansberg,41.0,67,65,2.69,55,44,0.52,27,47,0.1,10,8,0
Todd Moore,40.0,69,71,1.83,26,57,0.78,14,54,0.0,16,7,0
Vaughan Lee,41.0,66,66,3.47,47,70,0.81,33,72,1.0,14,13,1
Mateus Mendonca,25.0,66,71,1.66,40,30,2.54,27,55,0.4,10,3,0
Yazmin Jauregui,25.0,63,64,6.26,38,55,0.0,0,10,0.0,11,1,0
John Lineker,33.0,63,67,5.36,40,56,0.56,58,67,0.6,31,9,0
Joe Ellenberger,38.0,69,72,1.62,47,48,3.17,40,0,1.1,15,2,0
Jesse Forbes,39.0,74,75,2.11,24,53,1.79,75,66,1.2,15,5,0
Shane Campbell,37.0,72,71,3.99,59,55,1.36,28,82,0.0,14,6,0
Chepe Mariscal,31.0,67,69,4.67,53,52,3.22,38,10,0.6,15,6,1
Josh Thomson,45.0,70,71,2.59,47,64,1.92,39,54,1.3,22,9,0
Magnus Cedenblad,41.0,77,79,2.38,51,40,2.87,64,66,1.0,14,5,0
Alex Gorgees,28.0,74,74,0.67,32,38,0.0,0,54,0.0,6,1,0
Giacomo Lemos,34.0,75,75,0.0,0,0,0.0,0,0,0.0,6,0,0
Frank Trigg,51.0,69,71,2.79,46,56,2.35,47,75,0.8,21,9,0
Jinensibieke Asikeerbai,35.0,66,69,2.0,50,0,0.0,0,0,0.0,36,11,0
Thanh Le,38.0,69,74,1.97,40,70,0.0,0,10,0.0,6,1,0
Hu Yaozong,28.0,75,72,3.35,48,35,0.0,0,33,0.4,3,3,0
Hiromitsu Miura,42.0,69,71,2.12,34,58,2.23,50,69,0.6,12,7,0
Luke Rockhold,39.0,75,77,4.1,49,53,0.7,29,65,1.0,16,6,0
Ismail Naurdiev,27.0,70,74,3.17,52,68,1.25,71,70,0.2,19,4,0
Luana Pinheiro,31.0,62,62,3.89,41,62,2.36,40,66,0.3,11,2,0
Arman Tsarukyan,27.0,67,72,3.85,48,54,3.4,36,75,0.0,21,3,0
Karl Reed,35.0,75,78,2.04,44,38,1.06,22,53,0.0,6,1,0
Talita Bernardo,37.0,64,68,3.12,42,55,1.62,22,28,0.5,6,4,0
Hatsu Hioki,40.0,71,73,2.42,42,65,2.55,56,54,0.6,29,10,2
Ivana Petrovic,29.0,68,70,1.47,35,52,2.0,33,66,2.0,6,1,0
Sultan Aliev,39.0,71,74,1.41,45,56,1.76,38,10,0.0,15,3,0
Taylor Moore,30.0,70,70,0.2,75,42,0.0,0,25,0.0,10,5,0
Tristan Connelly,38.0,70,68,3.31,51,50,0.33,14,60,0.3,14,8,0
TJ Grant,40.0,70,72,3.95,54,56,1.63,43,36,0.6,21,5,0
Samandar Murodov,24.0,73,75,3.41,80,0,3.01,10,0,3.0,8,0,0
Bethe Correia,40.0,65,64,4.37,43,56,0.39,18,85,0.0,11,6,1
Dan Ige,32.0,67,71,3.76,45,57,1.06,26,58,0.3,18,7,0
Bruno Souza,27.0,70,70,3.73,39,45,0.5,16,60,0.0,10,3,0
Ikram Aliskerov,31.0,72,76,8.24,65,36,2.33,33,0,2.3,15,1,0
Mariusz Ksiazkiewicz,34.0,75,75,0.93,45,39,4.0,10,0,2.0,8,1,0
Bruna Brasil,30.0,66,65,2.94,62,51,1.59,62,53,0.0,9,4,1
Dean Barry,31.0,70,72,9.31,40,51,0.0,0,10,0.0,4,2,0
Renee Forte,36.0,67,71,2.08,32,63,2.32,58,66,0.0,8,4,0
Sara McMann,43.0,66,66,2.26,46,47,4.38,65,50,0.5,13,6,0
Ed Ratcliff,41.0,70,71,2.71,38,63,0.28,16,53,0.0,7,3,0
Rob MacDonald,45.0,75,78,1.8,50,46,7.19,80,80,5.4,5,4,0
Connor Matthews,31.0,68,71,5.13,44,55,3.5,58,50,1.0,7,1,0
Cheyanne Vlismas,28.0,63,63,4.93,50,64,0.25,33,66,0.2,7,3,0
Wilson Reis,39.0,64,65,1.83,29,55,5.15,42,47,0.6,23,10,0
Liudvik Sholinian,34.0,70,71,2.5,30,55,0.0,0,66,0.0,9,4,1
Scott Askham,35.0,75,75,3.03,46,52,0.44,18,65,0.7,14,4,0
Kenji Osawa,47.0,67,66,2.34,35,63,0.91,58,68,0.7,20,11,2
Allan Begosso,28.0,65,66,1.8,40,34,0.0,0,25,2.0,7,2,1
Nikita Krylov,31.0,75,77,4.38,55,44,2.29,38,53,1.4,30,9,0
Balajin,31.0,69,72,1.4,33,50,2.0,20,66,0.0,23,4,0
ChangHo Lee,29.0,68,69,4.3,69,47,4.3,35,25,0.0,9,1,0
Eric Shelton,33.0,66,68,2.57,42,63,2.83,51,46,0.2,12,6,0
Leandro Issa,40.0,67,69,2.08,37,58,2.38,22,50,1.2,13,6,0
Batgerel Danaa,34.0,67,70,5.38,36,47,0.52,50,62,0.0,12,5,0
Jamahal Hill,32.0,76,79,7.31,54,47,0.0,0,73,0.0,12,1,0
Francisco Figueiredo,34.0,66,68,2.04,61,61,2.51,75,76,0.4,13,5,1
Peter Sobotta,37.0,72,75,2.14,40,58,1.53,32,77,0.5,17,7,1
Desmond Green,34.0,70,73,3.7,46,69,1.62,50,75,0.0,23,8,0
Krzysztof Jotko,34.0,73,77,2.98,42,57,1.33,39,82,0.1,24,6,0
Pat Healy,40.0,72,72,2.57,36,50,3.08,37,55,1.1,34,23,0
Darrell Montague,36.0,66,67,1.92,25,52,0.72,25,33,1.4,13,5,0
Bruno Lopes,30.0,74,75,5.29,35,53,0.0,0,0,0.0,11,1,0
KJ Noons,41.0,70,70,3.68,35,65,0.08,20,68,0.0,13,9,0
Morgan Charriere,28.0,68,69,6.75,53,78,0.0,0,0,0.0,19,9,1
Jafel Filho,30.0,67,68,2.0,37,45,1.53,27,55,2.0,15,3,0
Tony DeSouza,49.0,72,70,1.12,52,41,2.25,42,40,1.5,11,4,0
Oron Kahlon,39.0,68,70,0.85,37,36,0.0,0,40,0.0,16,1,0
Jan Blachowicz,41.0,74,78,3.41,50,53,1.09,50,68,0.3,29,10,1
Luan Chagas,30.0,72,75,4.16,47,62,0.32,12,85,0.3,15,3,1
Gaetano Pirrello,31.0,67,65,0.99,55,42,0.0,0,30,0.0,15,7,1
Ross Pearson,39.0,68,69,3.68,40,62,0.74,35,75,0.0,20,16,0
Joby Sanchez,32.0,66,68,3.22,36,63,0.95,71,51,0.4,11,4,0
Bobby Green,37.0,70,71,6.14,52,62,1.2,37,74,0.3,31,15,1
Song Yadong,26.0,68,67,4.38,42,57,0.63,58,73,0.2,21,7,1
Yves Edwards,47.0,69,73,2.91,42,66,0.76,53,69,0.7,42,22,1
Bojan Mihajlovic,43.0,71,73,1.23,35,47,0.0,0,33,0.0,10,6,0
Vince Murdock,32.0,66,64,1.21,21,40,0.0,0,0,0.0,12,4,0
Luis Pena,30.0,75,75,3.66,46,51,1.17,33,48,1.2,9,3,0
Antonio Arroyo,34.0,75,73,2.82,66,50,1.14,41,41,0.2,9,5,0
Mike Easton,40.0,66,70,3.51,37,61,0.75,22,66,0.0,13,6,0
Jinh Yu Frey,38.0,63,65,2.97,43,52,1.02,36,90,0.3,11,10,0
Ricardo Prasel,33.0,79,78,2.21,57,37,0.0,0,0,0.0,10,2,0
Blas Avena,40.0,72,74,2.34,47,43,2.37,80,50,1.8,8,7,0
Melinda Fabian,36.0,66,66,4.03,41,62,0.0,0,10,0.0,4,4,2
Keita Nakamura,39.0,71,73,2.23,36,58,1.65,48,63,0.3,34,10,2
Julian Marquez,33.0,74,72,4.86,44,51,0.0,0,53,2.6,9,4,0
Stephanie Luciano,24.0,66,65,5.8,57,61,1.0,10,83,0.0,5,1,1
David Heath,48.0,71,72,1.48,30,49,0.33,50,57,1.0,18,7,0
Ricardo Funch,43.0,70,74,2.61,65,40,1.24,18,60,0.0,9,6,0
Marcelo Golm,31.0,75,75,4.27,58,45,0.45,50,87,0.5,6,3,0
Matheus Nicolau,31.0,66,66,3.66,53,66,1.48,45,93,0.9,19,4,1
Henrique Shiguemoto,34.0,71,72,3.6,33,16,0.0,0,50,0.0,13,4,1
Marcos Mariano,37.0,73,76,0.25,27,43,0.0,0,28,0.0,6,6,0
Gabriel Silva,29.0,66,71,1.3,34,45,1.5,25,38,0.5,8,2,0
Rhys McKee,28.0,74,78,6.06,48,44,0.0,0,33,0.0,10,5,1
Cheyden Leialoha,29.0,68,73,1.87,28,53,2.0,33,71,0.0,6,0,0
Mike Perry,32.0,70,71,4.32,47,52,0.81,40,78,0.2,14,8,0
Roger Bowling,41.0,69,68,3.9,47,51,3.09,43,27,0.9,12,6,0
Abus Magomedov,33.0,74,78,3.73,42,54,0.61,50,10,0.0,25,6,1
Lv Zhenhong,30.0,68,67,0.0,0,0,0.0,0,0,0.0,16,6,0
Khaos Williams,29.0,72,77,5.77,39,42,0.0,0,80,0.0,14,3,0
Travis Browne,41.0,78,79,2.93,41,42,1.21,68,75,0.2,18,7,1
Edgar Chairez,28.0,67,71,2.69,48,43,0.0,0,41,1.7,11,5,0
Jordan Leavitt,28.0,69,71,2.55,61,57,2.19,25,30,1.1,11,3,0
Chris Gutierrez,32.0,69,67,4.8,58,63,0.28,30,69,0.1,20,6,2
Cole Province,43.0,69,68,1.47,44,43,2.4,50,83,1.0,6,2,0
Phil Caracappa,31.0,68,70,2.93,50,29,1.0,8%,10,1.0,6,1,0
Solomon Renfro,27.0,69,72,5.2,44,61,2.0,50,10,0.0,8,2,0
Manon Fiorot,34.0,67,65,6.05,39,69,1.36,46,91,0.0,11,1,0
Rico Farrington,34.0,76,79,6.33,41,51,0.0,0,20,0.0,7,3,0
Diego Sanchez,42.0,70,72,2.69,37,56,1.51,24,46,0.8,31,13,0
Jeff Monson,53.0,69,74,0.97,30,59,1.06,12,66,0.7,60,26,1
Jason Young,37.0,69,73,2.97,37,50,1.98,66,55,0.0,9,6,0
Antonio Trocoli,33.0,77,82,1.27,71,25,3.8,10,10,3.8,12,3,0
Randall Wallace,35.0,71,73,1.13,38,45,2.13,50,0,0.0,15,6,0
Iuri Alcantara,43.0,69,71,2.72,45,49,1.44,62,60,0.8,35,10,0
Steve Erceg,28.0,68,68,4.27,48,49,2.0,33,77,1.0,11,1,0
James Wallace,31.0,70,69,0.52,28,35,0.0,0,0,0.0,5,2,0
Michinori Tanaka,33.0,65,67,1.97,37,50,2.4,38,43,0.2,11,3,0
Xiao Long,25.0,68,70,5.13,49,54,0.67,25,78,0.0,26,7,0
Marcin Prachnio,35.0,75,74,5.61,55,54,0.17,20,58,0.0,17,7,0
Seth Dikun,43.0,70,69,1.45,26,55,0.0,0,45,0.9,9,8,0
Armen Petrosyan,33.0,75,71,5.69,52,56,0.22,33,31,0.0,9,3,0
Mike Jackson,38.0,74,74,4.49,57,62,0.71,33,88,0.0,1,2,0
Kenny Robertson,40.0,70,74,3.72,47,52,1.37,26,57,0.8,15,5,0
Melsik Baghdasaryan,32.0,69,70,5.28,61,58,0.0,0,72,0.0,8,2,0
Victor Hugo,31.0,67,71,1.24,34,65,2.06,50,66,4.1,24,4,0
Liliya Shakirova,32.0,64,65,2.7,30,74,0.0,0,0,0.0,8,2,0
Joe Lauzon,39.0,70,71,2.84,39,54,2.39,45,54,2.0,28,16,0
Lazar Stojadinovic,34.0,67,68,1.82,29,59,0.0,0,0,0.0,12,5,0
Stefan Struve,36.0,83,84,3.12,47,46,0.56,46,55,1.7,33,13,0
Greg Velasco,30.0,74,70,0.0,0,0,0.0,0,0,0.0,6,1,0
Marina Rodriguez,36.0,66,65,4.77,48,56,0.25,42,66,0.2,17,3,2
Issa Isakov,34.0,69,70,1.93,36,40,0.0,0,0,0.0,10,3,0
Timur Valiev,34.0,66,67,5.19,53,45,1.73,40,55,0.3,18,3,0
Elves Brener,26.0,70,72,4.64,46,55,0.93,20,85,0.0,16,3,0
Ryan Jimmo,42.0,73,73,3.12,66,46,0.45,28,87,0.0,19,5,0
Sean O'Connell,40.0,73,74,5.46,48,45,0.0,0,30,0.5,17,9,0
JeongYeong Lee,28.0,70,73,2.81,53,59,0.96,66,76,0.5,11,1,0
Chan Sung Jung,36.0,67,72,3.93,41,52,0.7,44,72,0.6,17,8,0
BJ Penn,45.0,69,70,2.76,48,56,1.19,55,74,0.5,16,14,2
Mason Jones,28.0,70,74,5.61,44,46,3.16,45,80,0.0,11,2,0
Matthew Semelsberger,31.0,73,75,3.78,43,54,1.02,57,45,0.4,11,7,0
Anthony Adams,36.0,73,76,3.17,41,44,0.0,0,0,0.0,8,2,0
Tonya Evinger,42.0,67,70,1.16,42,38,0.93,30,33,0.9,19,8,0
Terry Etim,38.0,73,73,2.16,35,67,0.43,30,39,1.4,16,5,0
Erik Silva,36.0,69,71,2.07,70,40,3.76,80,62,0.0,9,3,0
Scott Jorgensen,41.0,65,66,3.37,40,65,2.61,45,59,0.7,15,12,0
Tatsuya Kawajiri,45.0,67,69,2.04,44,50,3.63,48,63,1.1,36,11,2
Gabe Green,30.0,70,73,6.28,45,47,0.83,50,53,0.3,11,5,0
Robert McDaniel,40.0,75,75,1.64,44,56,0.93,50,50,1.4,28,10,0
Trevor Prangley,51.0,73,75,2.59,60,48,3.38,55,74,1.0,34,11,2
Oliver Enkamp,32.0,72,77,2.38,36,37,0.87,16,0,0.0,7,2,0
Andre Fili,33.0,71,74,3.85,37,51,2.16,47,69,0.3,23,11,0
Jack Cartwright,29.0,69,68,0.8,38,29,6.0,66,0,2.0,10,1,0
JunYoung Hong,33.0,68,69,3.53,39,54,0.0,0,40,0.0,11,7,1
Poliana Botelho,35.0,68,67,2.9,58,54,0.85,57,76,0.0,8,5,0
Terry Martin,43.0,68,71,2.82,43,54,3.1,42,92,0.0,23,11,0
Loik Radzhabov,33.0,71,69,2.61,42,46,7.3,52,50,0.0,17,5,1
Janaina Silva,32.0,61,60,0.0,0,62,0.0,0,0,0.0,5,1,0
Masio Fullen,37.0,70,70,2.46,32,54,0.47,33,69,0.0,11,7,0
Roger Huerta,40.0,69,70,3.64,36,56,2.13,46,52,0.5,23,9,1
Akira Corassani,41.0,68,68,3.25,45,50,0.7,28,86,0.0,12,6,0
Sean O'Malley,29.0,71,72,7.25,61,61,0.43,42,62,0.4,17,1,0
Ivan Menjivar,41.0,66,64,2.78,37,65,0.56,28,38,1.0,25,12,0
Adam Yandiev,35.0,69,74,0.18,8%,36,0.0,0,25,0.0,9,1,0
Matej Penaz,27.0,75,83,1.28,33,33,0.0,0,0,0.0,6,1,0
Lucas Martins,35.0,72,72,2.87,35,60,0.0,0,76,0.5,19,3,0
Amanda Lemos,36.0,64,65,3.43,54,44,0.98,63,57,0.7,14,3,1
Justin Willis,36.0,73,78,3.37,59,57,0.96,66,36,0.0,8,2,0
Casey O'Neill,26.0,66,69,8.41,54,56,1.77,38,66,0.7,9,2,0
Fabio Maldonado,43.0,73,75,5.29,58,53,0.44,57,61,0.6,23,11,0
Gilbert Urbina,27.0,75,75,5.61,57,44,3.01,44,0,0.8,7,4,0
Yan Cabral,40.0,71,73,2.02,47,62,2.89,35,37,1.2,13,3,0
Steve Cantwell,37.0,74,75,3.63,34,55,0.65,30,80,0.7,7,6,0
Mirsad Bektic,33.0,68,70,2.43,41,57,3.98,52,92,0.4,13,4,0
Chris Duncan,30.0,70,71,4.88,46,49,3.85,38,33,0.0,11,2,0
Kyle Driscoll,29.0,71,74,2.73,32,58,2.0,18,0,0.0,12,3,0
Ariane Lipski,30.0,66,67,4.27,40,52,0.64,55,79,0.4,17,8,0
Vinc Pichel,41.0,70,72,3.56,47,58,3.0,54,23,0.2,14,3,0
Nick Hein,39.0,66,66,2.65,35,59,0.86,33,83,0.0,14,5,0
Mike Pierce,43.0,68,71,2.62,42,62,3.08,42,71,0.2,17,7,0
Marcus Hicks,48.0,66,64,1.42,43,61,2.7,53,25,4.0,10,4,0
Lavar Johnson,46.0,76,82,5.39,55,55,0.61,66,54,0.6,18,10,0
Paul Kelly,39.0,69,70,3.22,37,59,1.34,60,30,1.5,14,5,0
Jose Torres,31.0,64,65,4.37,36,50,1.28,33,75,0.0,8,1,0
SeungWoo Choi,31.0,72,74,3.48,38,47,0.87,54,69,0.0,11,6,0
Patricia Alujas,27.0,64,64,5.83,31,44,0.0,0,0,0.0,9,3,0
Mark Eddiva,38.0,68,68,3.37,45,54,1.45,22,63,0.0,6,3,0
Matt Hamill,47.0,73,76,3.69,42,61,3.0,34,91,0.0,12,8,0
Bryce Mitchell,29.0,70,70,2.3,58,58,3.45,41,33,1.6,16,3,0
Terrence Mitchell,34.0,70,74,2.21,34,41,3.69,50,0,0.0,14,4,0
Cameron Smotherman,26.0,69,69,4.0,36,35,0.0,0,0,0.0,8,4,0
Claudio Puelles,27.0,70,72,1.56,49,46,3.17,36,60,1.2,13,4,0
Jack Marshman,34.0,72,73,2.74,25,56,0.0,0,20,0.0,23,10,0
Umar Nurmagomedov,28.0,68,69,4.85,70,75,4.28,45,10,0.9,16,0,0
Louis Cosce,28.0,69,71,4.31,45,47,1.04,20,50,0.5,7,2,0
Steven Peterson,33.0,70,70,4.76,40,53,1.42,26,64,0.7,19,11,0
Kevin Croom,36.0,71,73,2.65,34,41,0.48,5%,30,0.5,21,15,0
Ricardo Ramos,28.0,69,72,3.21,37,57,2.79,59,72,0.7,16,5,0
Mike Pyle,48.0,72,74,2.74,45,60,1.8,35,70,1.5,27,14,1
Bogdan Grad,28.0,68,70,1.45,50,45,0.0,0,0,0.0,11,2,0
Sho Patrick Usami,23.0,69,70,0.0,0,0,0.0,0,0,0.0,4,1,0
Austin Lingo,29.0,70,70,3.86,37,57,0.43,66,75,0.0,9,3,0
Noad Lahat,39.0,69,69,2.79,46,63,2.37,26,16,2.4,11,2,0
Albert Tumenov,32.0,71,73,3.76,42,58,0.2,20,75,0.0,18,4,0
Max Holloway,32.0,71,69,7.17,47,59,0.27,53,84,0.3,25,7,0
Court McGee,39.0,71,75,4.63,37,60,1.89,25,69,0.4,22,12,0
Mohammed Usman,34.0,74,79,2.92,40,52,1.26,18,0,0.0,11,2,0
Julian Erosa,34.0,73,74,6.22,48,47,1.66,46,61,0.6,28,12,0
Dmitrii Smoliakov,41.0,74,74,1.44,42,55,0.0,0,75,0.0,9,3,0
Andreas Michailidis,35.0,72,76,2.9,51,44,1.12,27,50,0.0,13,6,0
Damir Hadzovic,37.0,69,70,3.36,48,62,0.78,55,34,0.2,14,7,0
Yuri Panferov,27.0,73,72,2.33,52,41,0.0,0,36,0.0,6,1,0
Nick Diaz,40.0,73,76,5.71,42,59,1.28,32,60,1.0,26,10,0
Vitor Petrino,26.0,74,77,3.07,48,43,4.15,70,68,1.0,10,0,0
Jorge Gurgel,47.0,67,69,3.37,32,62,0.81,23,60,0.5,14,10,0
Kyle Nelson,32.0,71,71,3.46,44,52,1.15,20,73,0.7,15,5,1
Anthony Perosh,51.0,75,75,2.27,43,53,2.03,22,33,1.1,15,10,0
Craig White,33.0,74,76,1.23,40,39,0.0,0,50,0.8,14,9,0
Austen Lane,36.0,78,80,4.48,47,48,0.0,0,0,0.0,12,4,0
Paul Buentello,50.0,74,77,3.29,45,52,0.19,33,39,0.4,35,17,0
Acacio Dos Santos,32.0,76,79,1.27,41,43,0.0,0,31,0.0,14,5,0
Mikey Gonzalez,38.0,71,74,0.91,16,11,0.0,0,0,0.0,7,2,0
Toshiomi Kazama,26.0,67,69,2.22,54,45,1.51,13,66,0.0,10,4,0
Henrique da Silva,34.0,75,76,3.89,60,40,0.25,14,22,0.2,14,5,0
Kyle Kingsbury,41.0,76,79,2.97,40,51,2.64,41,52,0.0,11,6,0
Drew McFedries,45.0,72,72,5.13,51,52,1.42,10,56,0.7,12,7,0
Marvin Vettori,30.0,72,74,4.56,45,56,1.66,45,69,0.5,19,7,1
Yibugele,34.0,69,70,2.47,39,62,0.0,0,76,0.0,21,12,1
Damir Ismagulov,33.0,70,74,3.36,42,61,1.0,28,70,0.0,24,3,0
Phillipe Nover,40.0,69,72,1.79,35,56,0.99,28,44,0.7,11,8,1
Francis Ngannou,37.0,76,83,2.33,41,41,0.76,62,71,0.3,17,3,0
Randy Brown,33.0,75,78,4.37,46,54,0.78,39,74,0.5,18,5,0
Takeru Uchida,21.0,65,68,0.0,0,0,0.0,0,0,4.4,6,1,0
James Barnes,41.0,68,71,0.57,34,39,1.08,16,40,0.0,14,5,0
Maheshate,24.0,72,71,2.91,26,49,0.0,0,45,0.0,9,3,0
Harry Hunsucker,35.0,74,75,3.54,52,42,0.0,0,0,2.0,7,6,0
Phil Rowe,33.0,75,80,3.94,52,54,0.85,40,59,0.4,10,4,0
Alvin Robinson,41.0,69,68,1.57,50,51,1.24,50,25,1.2,15,9,0
Marco Beltran,37.0,68,69,2.07,37,63,0.7,50,46,0.2,8,6,0
Antonio Carvalho,44.0,69,70,3.03,29,64,0.0,0,10,0.0,15,6,0
Fernando Padilla,27.0,73,76,5.51,38,53,0.0,0,10,0.0,15,5,0
Karol Rosa,29.0,65,67,6.34,56,49,1.22,45,68,0.0,17,6,0
Arnold Allen,30.0,68,70,3.39,40,61,1.02,50,75,0.4,19,3,0
Sean Sherk,50.0,66,67,2.17,35,55,4.09,46,56,0.4,36,4,1
Chris Leben,43.0,71,73,2.87,42,52,1.14,41,53,0.8,22,11,0
Phil Baroni,47.0,69,72,2.77,45,40,1.46,47,60,0.5,15,18,0
Alex Pereira,36.0,76,79,5.0,62,50,0.19,10,70,0.4,9,2,0
Matt Hobar,37.0,70,70,3.23,42,52,3.66,44,50,0.0,9,3,0
Rafael Alves,33.0,68,68,1.85,48,58,0.29,25,44,1.5,20,12,0
Stephanie Egger,35.0,66,68,2.2,46,52,2.48,42,50,0.6,8,5,0
Joseph Holmes,28.0,76,80,2.88,53,54,1.49,40,50,0.8,8,4,0
Daniel Spohn,39.0,76,79,2.42,49,53,0.0,0,28,2.5,15,6,0
Claudio Silva,41.0,71,71,2.48,42,46,2.85,26,44,1.1,14,4,0
Frank Mir,44.0,75,79,2.18,47,38,2.02,40,54,2.0,18,11,0
Russell Doane,37.0,67,70,1.75,40,53,2.11,45,52,0.8,15,8,0
Askar Askarov,31.0,66,67,3.05,54,57,2.6,24,66,0.4,14,1,1
Galore Bofando,41.0,71,72,3.63,45,54,2.37,10,50,0.0,5,3,0
John Franchi,41.0,66,67,1.83,48,48,2.68,80,40,0.3,6,2,0
Anton Kuivanen,39.0,68,72,2.27,38,67,1.2,10,71,0.4,24,10,0
Rafael Cavalcante,43.0,73,74,2.71,53,49,0.6,40,63,0.1,12,7,0
Eddie Alvarez,40.0,69,69,4.32,41,55,2.92,36,92,0.5,29,6,0
Jairzinho Rozenstruik,35.0,74,78,2.81,45,45,0.0,0,73,0.0,13,5,0
Cody Brundage,29.0,72,72,1.8,55,43,2.69,52,73,1.1,10,5,0
Rolando Bedoya,27.0,71,74,8.7,55,52,0.0,0,0,0.0,14,3,0
Jessica Eye,37.0,66,66,3.86,37,55,0.58,40,57,0.5,15,11,0
Jason Day,42.0,72,72,3.61,54,47,1.13,10,0,0.0,19,12,0
Junior Dos Santos,40.0,76,77,4.49,47,56,0.3,50,81,0.1,21,9,0
Andre Lima,25.0,67,67,4.07,66,67,1.0,10,10,0.0,7,0,0
Tony Kelley,37.0,69,70,5.55,47,45,0.0,0,52,1.4,8,3,0
Johnny Case,34.0,70,72,3.95,38,61,1.7,45,72,0.2,22,6,0
Masanori Kanehara,41.0,67,67,1.88,49,62,1.44,50,63,0.9,26,12,5
